ZCR Mean,ZCR Median,ZCR Std Deviasi,ZCR Kurtosis,ZCR Skewness,RMS Mean,RMS Median,RMS Std Deviasi,RMS Kurtosis,RMS Skewness
-1.292656858558383,-0.9979354406679344,-1.2705302662081903,1.1799743815784527,1.2374944962853367,2.379009842935385,30.649938887870864,0.031882054263004556,-1.1138933336994947,-2.4527792735198157
