mean,std_dev,max_value,min_value,median,skewness,kurt,q1,q3,mode_value,iqr,ZCR Mean,ZCR Median,ZCR Std Deviasi,ZCR Skewness,ZCR Kurtosis,RMS Mean,RMS Median,RMS Std Deviasi,RMS Skewness,RMS Kurtosis
-2.2511227e-05,0.011075675,0.038532235,-0.04696649,0.00050072337,-0.42880815267562866,1.4873042351389216,-0.0040256172651425,0.005260327830910683,[-0.02323801],0.009285945096053183,0.07090502106741572,0.03466796875,0.1001839540235862,2.7159548222171024,6.277258174784791,0.009553656,0.010996993,0.0054779723,-0.18800561130046844,-1.331455624209249
